user_id;cluster_behavior;cluster_name;total_bets;freq_bets;perc_sports;perc_casino;avg_deposit;avg_withdraw;active_days
U000;3;Recente ou Inativo;3590,519084803854;25;0,0;1,0;259,23032025392115;112,1114593020938;30
U001;1;High Roller Cassino;2241,6970953233813;27;0,6435191237878145;0,3564808762121855;942,2326716781466;33,98705805888113;30
U002;1;High Roller Cassino;2073,4253765564304;20;0,8379527064656032;0,1620472935343968;335,9794276407819;295,5788730452814;14
U003;1;High Roller Cassino;2073,453441497701;20;0,5633828603636168;0,4366171396363831;684,3830301471646;47,13475580863303;21
U004;2;Casual Mix;6974,571618345976;18;0,4626454841452532;0,5373545158547468;972,1106283439374;146,23923057860785;25
U005;2;Casual Mix;4300,059346446334;30;0,552191330356228;0,447808669643772;956,8742634860394;344,7693841090002;18
U006;0;Fanático por Futebol;1696,6170026113484;25;0,4888251712797651;0,5111748287202349;1885,7181416144483;874,6090712166371;6
U007;3;Recente ou Inativo;3704,72171014682;34;0,1955858664179498;0,8044141335820502;530,0158785180711;266,7480518252332;20
U008;3;Recente ou Inativo;2998,4403960969703;17;0,3855957969028704;0,6144042030971295;311,3041494894903;63,82180921224343;17
U009;1;High Roller Cassino;323,8724152358781;18;0,7563839715041443;0,2436160284958557;718,4636317733572;316,1153577045587;13
U010;1;High Roller Cassino;1006,8634240315594;25;0,69650356241295;0,30349643758705;552,1100989579165;848,1872595685817;11
U011;1;High Roller Cassino;3159,248456022245;25;0,6504179417900461;0,3495820582099539;477,85309562786136;260,74207377112333;20
U012;2;Casual Mix;6547,765301225293;21;0,3014554554439861;0,6985445445560139;426,8932835813275;992,4755304276642;14
U013;3;Recente ou Inativo;2087,778277438719;24;0,5455490513592999;0,4544509486407001;830,8848773559017;342,96526869771924;28
U014;3;Recente ou Inativo;1587,0411585814554;33;0,0;1,0;378,7011683065997;632,8256666613853;26
U015;0;Fanático por Futebol;2721,0113122082485;27;0,6535429991656169;0,3464570008343831;1113,2592464399406;425,6426410545184;13
U016;1;High Roller Cassino;1507,9267210771463;30;1,0;0,0;1077,3401912908662;955,7808115459444;26
U017;3;Recente ou Inativo;1976,6120717087829;27;0,1577603603873683;0,8422396396126317;885,4000662646525;1604,9022190955488;27
U018;3;Recente ou Inativo;2473,953718410397;21;0,4242216980046733;0,5757783019953266;273,7129645314097;218,78037015123172;11
U019;1;High Roller Cassino;960,2059572658252;26;0,6987320336130388;0,3012679663869612;804,0143719086798;404,0043483536845;20
U020;0;Fanático por Futebol;4455,090141319709;18;0,975852790328245;0,0241472096717549;1352,063656156473;874,1156236449401;13
U021;3;Recente ou Inativo;802,7721694185601;24;0,4655326151099551;0,5344673848900449;1168,5160594650154;438,8265922946653;28
U022;3;Recente ou Inativo;709,1901657520101;18;0,3923249012202311;0,6076750987797689;1058,7055781770612;31,185616714499968;21
U023;3;Recente ou Inativo;2900,9256268322024;29;0,009323057275175;0,990676942724825;676,7252626386199;264,7512678517073;24
U024;1;High Roller Cassino;4220,030711968576;16;0,6310314387924318;0,3689685612075681;654,2310191311295;435,5573488502642;11
U025;0;Fanático por Futebol;2846,7533615356056;35;1,0;0,0;1500,346463332763;1162,389846001861;15
U026;1;High Roller Cassino;2282,668765626901;28;0,6832075385894028;0,3167924614105972;821,419437099267;384,6336292158188;12
U027;1;High Roller Cassino;1961,0721524752116;26;0,593316306244886;0,406683693755114;828,8485134034961;135,27512170170888;11
U028;0;Fanático por Futebol;1709,8647460299755;27;0,6966246932300956;0,3033753067699044;3341,6339900051403;444,6710637610649;23
U029;2;Casual Mix;5156,698950779174;28;0,5966723988154193;0,4033276011845806;520,9755207986484;1074,9532676191568;24
U030;3;Recente ou Inativo;3181,565909084883;33;0,356095688321961;0,643904311678039;65,01182471095167;184,60474113711885;16
U031;1;High Roller Cassino;1825,9782204879807;25;0,8469839747033115;0,1530160252966884;582,5540990051907;210,7011080931075;11
U032;1;High Roller Cassino;1404,909793967336;22;0,6677284569335263;0,3322715430664736;609,2014401307717;187,67750770589296;12
U033;1;High Roller Cassino;3881,428435061811;26;0,6052839755800972;0,3947160244199028;812,6577019744391;76,38046264048008;11
U034;3;Recente ou Inativo;5075,162510103326;18;0,307390191816525;0,6926098081834751;950,5669579504658;369,2834847211809;10
U035;1;High Roller Cassino;4771,814672704333;23;0,9910523795804276;0,0089476204195723;81,68155711642352;331,02347353206324;29
U036;1;High Roller Cassino;1201,5705723170204;27;0,799410823599933;0,200589176400067;964,2624616746774;37,4757005233655;13
U037;3;Recente ou Inativo;1947,7467019314363;28;0,4341237487898094;0,5658762512101906;637,4648882669536;147,7232905216699;17
U038;1;High Roller Cassino;1682,1524512801475;28;0,9005474561045812;0,0994525438954188;539,9814564609566;414,449296855187;11
U039;3;Recente ou Inativo;2157,432173678983;22;0,4507287484844378;0,5492712515155622;135,4915105036035;620,6469899477324;12
U040;3;Recente ou Inativo;4426,632785044884;24;0,3653989522466889;0,634601047753311;1708,7181482427804;763,7003144554383;26
U041;2;Casual Mix;6153,393685810815;33;0,3720890647559138;0,6279109352440861;472,6814573830293;662,2445200046126;21
U042;3;Recente ou Inativo;3267,730710462748;22;0,0686794340735726;0,9313205659264272;1068,480221530665;349,44484450814633;21
U043;1;High Roller Cassino;1447,266934638326;23;0,7414627141254617;0,2585372858745383;331,72434638158774;60,15829974334675;20
U044;3;Recente ou Inativo;2431,2629473333564;28;0,050656536498495;0,949343463501505;838,3072644736441;281,96330214145405;26
U045;3;Recente ou Inativo;6918,809302610377;23;0,2314668506202712;0,7685331493797287;546,737524016732;6,587387645394321;6
U046;3;Recente ou Inativo;2672,3829023307794;24;0,0;1,0;1046,116619830403;416,2112459032949;12
U047;1;High Roller Cassino;1964,5270538633656;32;0,5741790921627321;0,4258209078372679;532,4956395997523;177,86373997448055;21
U048;1;High Roller Cassino;2098,2789177019176;19;0,5549038619184383;0,4450961380815617;318,37770133655124;17,3724736051542;17
U049;3;Recente ou Inativo;3257,2700460720184;27;0,5019911360440907;0,4980088639559092;659,4124639299442;485,5276225507069;22
U050;3;Recente ou Inativo;1238,447601757894;23;0,2872266915988271;0,7127733084011729;634,8357488877587;1065,1584357151587;28
U051;3;Recente ou Inativo;1648,795677185044;24;0,2483298739690079;0,751670126030992;799,1632857633772;48,10265398111276;26
U052;0;Fanático por Futebol;4724,658590361376;28;0,7393109590639723;0,2606890409360277;1266,3186860798285;520,0415397865338;14
U053;3;Recente ou Inativo;3192,191422984596;23;0,4348344204874537;0,5651655795125463;257,99369285327066;237,37830755940013;6
U054;0;Fanático por Futebol;2692,74126071832;28;0,6949074964608434;0,3050925035391566;1223,4589927869888;156,5175256967771;6
U055;3;Recente ou Inativo;4884,020347018551;25;0,3344253941627332;0,6655746058372667;222,5377214971236;156,907124052518;18
